Date,Open,High,Low,Close,Volume,Market Cap,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd,log_return,ret,log_close
2017-05-25,2446.24,2763.71,2285.3,2304.98,2406700000,39995400000,2387.20628571,16351762.5,39035030222.5,401279047.703,116991.959765,0.976875766871,0,2147.93865031,11.7,4828620.58577,595921917085,5871333.85971,498.87943053,0.500690328332,17.2939697342,659055,350114,226129156,343608,252424,3530884.92878,506576.477916,1209302552.28,-0.0584167313293289,-0.05674321913211455,7.742827278603517
2017-05-26,2320.89,2573.79,2071.99,2202.42,1763480000,37950600000,2211.97685714,16353675,36173950629.2,324426983.641,117138.652381,0.958775267974,0,2178.69281046,15.3666666667,4532386.194,595921917085,5119620.43586,469.79624965,0.556801655695,15.8084363445,641520,333340,226462496,328442,249637,2804635.98055,427853.657633,946402388.928,-0.045515243813809114,-0.04449496307993983,7.697312034789708
2017-05-27,2196.27,2260.2,1855.83,2038.87,1700480000,35917100000,2014.0529625,16355775,32941397092.7,321289966.613,117305.217815,0.991460916667,1,1975.67857143,17,4976737.78165,595921917085,5121736.68364,528.8278222,0.819121572073,15.951717804,651462,331914,226794410,327292,255800,2657377.9514,320932.558954,646375171.124,-0.07716102299130245,-0.07425922394457019,7.620151011798406
2017-05-28,2054.08,2267.34,2054.08,2155.8,1147140000,33595900000,2192.9808,16357837.5,35872423567,185870201.067,117466.584868,0.977982139394,0,1867.53333333,9.78333333333,4887867.46412,595921917085,5262057.4296,421.48503001,1.0492940194,17.6779335513,592662,308143,227102553,300226,235008,2786546.06827,236729.170669,519142526.077,0.05576615154912279,0.057350395071780635,7.6759171633475285
2017-05-29,2159.43,2307.05,2107.17,2255.61,994625000,35323500000,2275.9307,16359725,37233600371.1,133826839.147,117614.24788,0.977900741722,0,2130.05298013,10.7166666667,4473139.31565,595921917085,5260813.81305,494.90441559,0.944378883639,16.858043357,594355,321638,227424191,317854,229240,2525128.96458,252272.097234,574153810.848,0.04525856198585032,0.04629835791817394,7.721175725333379
2017-05-30,2255.36,2301.96,2124.57,2175.47,1443970000,36897000000,2239.20534286,16361962.5,36637793849.6,148703191.104,117789.775838,0.980603117318,0,1943.91620112,13.925,5302595.61259,595921917085,6132063.83141,588.38790095,0.707056037254,18.1852083599,634488,347961,227772152,342419,234575,3826430.14816,399669.580918,894942260.97,-0.036175713201075155,-0.03552919165990642,7.685000012132304
2017-05-31,2187.19,2311.08,2145.57,2286.41,1544830000,35786700000,2285.93391429,16364012.5,37407051147.5,204425185.126,117949.954056,0.97669645122,0,1961.18292683,16.825,4858244.02495,595921917085,5808558.0762,570.4198544,0.701566208749,18.6239844508,614126,321634,228093786,316863,228463,3330411.62442,373509.986901,853819146.381,0.049738168721628284,0.050995876753069824,7.734738180853932
2017-06-01,2288.33,2448.39,2288.33,2407.88,1653180000,37446200000,2399.24267143,16366137.5,39266335456.5,198826825.007,118116.170985,0.977746641176,0,1880.64117647,15.075,5035984.66001,595921917085,6245228.67373,569.07004507,0.683627203684,20.217534733,610354,319709,228413495,314252,224706,3357411.23059,394084.675179,945504768.845,0.05176379044598711,0.05312695448322935,7.786501971299919
2017-06-02,2404.03,2488.55,2373.32,2488.55,1317030000,39344600000,2446.14241429,16367962.5,40038367306.7,122456001.785,118259.541323,0.981988616438,0,1859.85616438,12.7666666667,4325022.11977,595921917085,5437774.58696,470.15193004,0.772890482311,20.6757352841,534561,271539,228685034,266135,184629,2928808.54263,296956.940546,726398967.485,0.03295351922199519,0.03350250012459055,7.819455490521914
2017-06-03,2493.72,2581.91,2423.57,2515.35,1514950000,40817100000,2525.76515847,16370362.5,41347691234,129006639.128,118447.903396,0.981052463542,0,1590.20833333,11.0333333333,5687700.32189,595921917085,7190853.40616,545.64725387,0.90880262731,24.3679195695,601583,305320,228990354,294660,212821,3233909.07777,324123.980868,818661057.901,0.010711747339313682,0.010769323501637507,7.830167237861228
2017-06-04,2547.79,2585.89,2452.54,2511.81,1355120000,41708200000,2516.17314286,16372375,41195730259.8,120095754.434,118606.063142,0.982358670807,0,1652.44720497,16.575,5432357.04185,628336862171,5967104.60829,441.99355556,0.984106688409,23.2139449257,537387,266044,229256398,261135,189103,3486275.16396,249413.359798,627567197.394,-0.001408350076431475,-0.001407358816864046,7.8287588877847964
2017-06-05,2512.4,2686.81,2510.22,2686.81,1369310000,41133900000,2698.3138125,16374425,44183337149.2,168803116.294,118764.229682,0.964430121951,0,1767.86585366,10.8,5533581.08611,678760110082,6586584.01631,475.43804182,0.855579798426,23.503688307,576032,289930,229546328,284508,195204,3259528.68114,295172.705862,796468589.3,0.06735100750064404,0.06967087478750345,7.8961098952854405
2017-06-06,2690.84,2999.91,2690.84,2863.2,2089610000,44061000000,2883.31369664,16376312.5,47218046131.7,371264851.949,118913.726386,0.990044397351,0,1969.64238411,16.925,5094943.56099,678760110082,6705146.00153,511.33813564,0.780356705003,23.2556515201,617593,297416,229843744,291156,203252,2545677.65511,307402.771099,886338620.295,0.06358526416637567,0.06565034371615464,7.959695159451816
2017-06-07,2869.38,2869.38,2700.56,2732.16,1517710000,46989800000,2664.9208625,16378375,43647073231.3,205713695.041,119077.426658,0.992122860606,0,2058.90909091,19.3,5567322.43419,678760110082,7060707.82519,668.13204735,0.824029841502,21.4203411951,657364,339720,230183464,334120,249235,2630808.40539,331375.38349,883089172.782,-0.046847375322273344,-0.04576697401508789,7.912847784129543
2017-06-08,2720.49,2815.3,2670.95,2805.62,1281170000,44557100000,2792.9991875,16380437.5,45750548628.4,174094195.569,119237.446002,0.969814206061,1,1862.89090909,17.05,5567322.43419,678760110082,6905690.49109,490.9904414,0.880097779746,23.2024410679,609712,307377,230490841,300955,217758,2395589.20058,290137.130233,810352769.005,0.026532043270959704,0.02688715155774113,7.9393798274005025
2017-06-09,2807.44,2901.71,2795.62,2823.81,1348950000,45987100000,2827.4913,16382325,46320881411.3,108367646.935,119384.450556,0.973540092715,0,1868.76821192,15.625,5094943.56099,678760110082,6408509.03145,455.56014992,0.975700294657,23.4775259734,571964,282184,230773025,276088,186802,2596621.09419,240141.379761,678997662.044,0.006462488495941443,0.0064834154304582725,7.945842315896444
2017-06-10,2828.14,2950.99,2746.55,2947.71,2018890000,46331400000,2845.37285714,16384087.5,46618837861.6,154123952.097,119520.720745,0.966455241135,1,1808.46099291,16.075,4757530.08013,678760110082,5916952.85643,390.9040331,0.913047798273,24.0290415276,516474,254993,231028018,249580,179875,2449118.61012,235847.897248,671075205.245,0.04294156079648648,0.043876889734082436,7.98878387669293
2017-06-11,2942.41,2996.6,2840.53,2958.11,1752400000,48208700000,2961.8296125,16385912.5,48532280870.3,181774994.377,119658.760071,0.945474835616,0,1526.65753425,15.4,4926236.82056,678760110082,6255384.1416,356.12024978,0.982845171574,28.9831243123,467561,222892,231250910,218769,158422,2301534.23117,221919.007476,657286287.918,0.0035219531750936284,0.003528162539734536,7.992305829868024
2017-06-12,2953.22,2997.26,2518.56,2659.63,2569530000,48391200000,2657.6750625,16387750,43553314505.5,393739719.856,119800.996488,0.967594673469,1,1830.59863946,13.5,4959978.16864,678760110082,5779114.42341,409.8643713,0.711122493181,22.1954984651,538624,269098,231520008,263515,182049,2893538.97092,316030.556318,839906528.514,-0.1063635355116288,-0.10090226529777513,7.885942294356395
2017-06-13,2680.91,2789.04,2650.38,2717.02,1781200000,43934100000,2748.18508571,16389512.5,45041413814.6,204283558.773,119938.774347,0.97714793617,1,2069.33333333,11.4333333333,4757530.08013,678760110082,5967683.91363,479.43977642,0.725794861764,21.1164230664,611325,291776,231811784,284404,182984,3332828.04807,308894.412806,848899018.333,0.021348676102852515,0.021578189447404306,7.907290970459248
2017-06-14,2716.88,2786.83,2412.94,2506.37,1696560000,44528300000,2447.0415625,16391262.5,40110100599.3,268520562.446,120074.484228,0.969356292857,2,2054.6,12.55,4723788.73204,678760110082,5217092.61125,454.74199601,0.716190109569,18.7561544785,565868,287644,232099428,281987,196888,3266873.63575,307843.122455,753304915.377,-0.08070020025134195,-0.07752979367100743,7.826590770207906
2017-06-15,2499.58,2534.71,2212.96,2464.58,2026260000,40971300000,2442.48025,16393175,40040006172.3,435834778.645,120226.624952,0.994383816993,0,1915.95424837,11.1333333333,5162426.25716,678760110082,5540766.44712,435.40345777,0.784278820466,19.5629673929,577610,293141,232392569,286986,196855,3066425.9012,299371.014045,731207789.227,-0.016814083643893696,-0.016673515881533763,7.809776686564012
2017-06-16,2469.57,2539.92,2385.15,2518.56,1195190000,40484100000,2464.95981429,16395025,40413077779.2,195907758.543,120372.121983,0.983088047297,0,1823.89864865,15.7,4993719.51673,678760110082,5304593.52034,375.35139576,0.878456832939,20.3210444037,536165,269937,232662506,262448,185527,3448634.12057,253325.071002,624436119.97,0.021665902042498963,0.021902311955789733,7.831442588606511
2017-06-17,2514.01,2685.19,2484.96,2655.88,1534510000,41217200000,2665.927,16396837.5,43712771805.9,158849628.788,120515.049254,0.985705317241,0,1631.40689655,9.66666666667,5129905.6443,679668719409,5461151.4595,311.39831919,1.05620802826,23.936005624,477378,236554,232899060,232337,168741,2338185.94032,201087.12132,536083586.08,0.05308874024624188,0.05452321961755913,7.884531328852753
2017-06-18,2655.35,2662.1,2516.33,2548.29,1178660000,43539300000,2507.38925214,16398650,41117798759.7,146939437.219,120650.861671,0.936637358621,0,1443.85517241,10.6166666667,5129905.6443,711697198173,5066179.98396,277.9955946,1.0026343406,25.0368323576,433246,209359,233108419,205883,151890,2263317.85616,208500.298659,522791407.927,-0.04135350388043513,-0.040510113408738,7.843177824972318
2017-06-19,2549.03,2662.85,2549.03,2589.6,1446840000,41800600000,2617.2102625,16400537.5,42923655055.5,146249310.048,120799.795428,0.986316271523,2,1786.58278146,15.475,5342177.60199,711697198173,5761788.39289,387.16284645,0.975709642237,22.0676230677,532642,269774,233378193,263540,178446,3071769.11867,233129.073239,610147802.968,0.016080877639716995,0.01621087081925543,7.859258702612035
2017-06-20,2591.26,2763.45,2589.82,2721.79,1854190000,42498000000,2754.97825,16402262.5,45187876438.3,204123502.97,120933.058609,0.965675224638,0,1952.44927536,15.3,4882255.02698,711697198173,5639440.47775,388.08537505,0.81729966535,21.606099543,594425,269438,233647631,263107,192117,3018444.73834,258544.749819,712285162.403,0.049786328468194085,0.051046493666975,7.909045031080229
2017-06-21,2709.43,2772.01,2660.4,2689.1,1626580000,44440800000,2671.04325,16404012.5,43815826861,208033200.754,121070.686726,0.983057978571,0,2001.45,20.125,4953012.34622,711697198173,5729387.77125,462.70370719,0.717599761319,21.0926624674,585194,280203,233927834,274021,193626,3625571.8708,308347.887842,823610544.473,-0.012083186956913572,-0.012010478398406965,7.896961844123315
2017-06-22,2691.03,2723.74,2642.36,2705.41,1097940000,44143700000,2727.2880125,16405750,44743205311.1,143429984.705,121208.655047,0.992577848921,0,1940.17985612,11.9833333333,4917633.6866,711697198173,5791396.09454,447.10509654,0.860603322308,22.0926165409,534177,269685,234197519,263107,176303,3267161.42807,253845.766094,692310514.891,0.006046906836028043,0.006065226283886949,7.903008750959343
2017-06-23,2707.34,2765.17,2706.37,2744.91,961319000,44415900000,2710.41228571,16407750,44471767180.9,91452068.3553,121360.475894,0.94888029375,0,1624.6125,13.85,5660585.53853,711697198173,6125531.76571,338.95972894,1.14140737609,24.3886818592,506612,259938,234457457,253493,176357,2401755.51512,204918.925349,555414772.842,0.014494815561540086,0.014600374804558669,7.9175035665208835
2017-06-24,2738.52,2757.94,2583.19,2608.72,982750000,44932900000,2589.1648875,16409575,42487095408.8,146373123.475,121499.152352,0.949838753425,0,1555.66438356,14.65,5165284.30391,711697198173,5333679.66825,307.20884336,1.33020039992,24.3064024534,469727,227127,234684584,222085,152618,2254175.19625,160292.302084,415023200.291,-0.05088860795601757,-0.04961547008827272,7.866614958564866
2017-06-25,2607.25,2682.26,2552.12,2589.41,1161100000,42783800000,2512.36628571,16411100,41230694351.5,135111001.588,121612.334745,0.927724532787,0,1481.30327869,10.2166666667,4316196.47313,711697198173,4323782.37771,258.68838592,0.879288088828,24.7969420205,378448,180719,234865303,175953,124604,1868429.04666,202855.970482,509648501.094,-0.007429629049267028,-0.007402097580422651,7.859185329515599
2017-06-26,2590.57,2615.25,2376.29,2478.45,1663280000,42514000000,2436.45105714,16412875,39989166644.5,237329706.388,121752.520602,0.98722434507,0,1844.4084507,10.9166666667,5023769.66545,711697198173,5067818.19886,375.05657594,0.75395718142,20.0014799866,515883,261906,235127209,254353,163291,3779418.8957,285169.586407,694801740.266,-0.04379668575048967,-0.04285146037128151,7.815388643765109
2017-06-27,2478.45,2552.45,2332.99,2552.45,1489790000,40677900000,2517.90311429,16414512.5,41330152143.2,239311708.341,121882.203894,0.989948793893,0,1982.72519084,19.95,4634604.40967,711697198173,4893544.70261,367.89377898,0.694382475953,19.4403848565,556158,259737,235386946,253055,169266,2770208.70309,288802.475354,727176652.108,0.0294203174432619,0.02985737053400328,7.844808961208371
2017-06-28,2553.03,2603.98,2484.42,2574.79,1183870000,41906700000,2585.34918571,16416475,42442320273.5,157399624.665,122034.90009,0.972587235669,0,1782.23566879,14.25,5554449.55969,711697198173,5859693.92942,385.86002411,0.839606916272,21.6979699729,549136,279811,235666757,273354,179111,2823966.12788,279697.555916,723115848.433,0.008714295165748176,0.00875237516895555,7.853523256374119
2017-06-29,2567.56,2588.83,2510.48,2539.32,949979000,42150300000,2544.414475,16417975,41774133240.2,107906654.062,122150.920525,0.966836958333,0,1925.45,13.45,4245439.1539,711697198173,4529057.7655,341.40053758,0.76820091958,20.2778838804,467647,231054,235897811,225341,148813,3186635.15883,239702.985332,609903745.579,-0.013871648739439024,-0.013775880751440206,7.83965160763468
2017-06-30,2539.24,2559.25,2478.43,2480.84,860273000,41689100000,2477.641375,16419900,40682623613.4,103718383.041,122298.19294,0.956314383117,0,1736.1038961,11.8833333333,5448313.58084,711697198173,5463199.23188,357.17190559,0.752556558819,21.149025801,533427,267360,236165171,259782,177910,3475033.63821,303255.865469,751359279.498,-0.023299116147406096,-0.023029787502165555,7.816352491487274
2017-07-01,2492.6,2515.27,2419.23,2434.55,779914000,40928200000,2434.0778625,16421950,39972304954.1,105511589.739,122442.961088,0.882732609756,0,1352.7804878,7.11666666667,5802100.177,711697198173,5415823.24406,255.27403629,1.11038373023,25.2921557169,440616,221856,236387027,216634,148844,2316434.73344,207610.574033,505340302.275,-0.018835277977250264,-0.018659002595895147,7.797517213510024
2017-07-02,2436.4,2514.28,2394.84,2506.47,803747000,40010500000,2501.19134286,16424300,41080316972.5,96748666.5112,122589.522748,0.779583297872,0,1045.42021277,8.575,6622798.79067,708707940676,6165436.66014,197.85958294,1.35099761161,32.4245281174,409305,196539,236583566,191864,131023,1799632.14846,188590.976109,471702116.785,0.02911345424099654,0.02954139368671793,7.8266306677510205
2017-07-03,2498.56,2595,2480.47,2564.06,964112000,41037200000,2561.22542857,16426425,42071777410.5,131455113.207,122728.203569,0.815769535294,0,1489.67058824,7.93333333333,5988701.03412,708659466230,5975338.92486,283.21012118,1.03510900761,24.3558346879,497458,253244,236836810,247094,163466,2832034.60304,232652.803084,595876275.288,0.022716550951780157,0.022976536722961516,7.849347218702801
2017-07-04,2561,2631.59,2559.35,2601.64,985516000,42067900000,2599.7298375,16428337.5,42709239179.3,130187106.935,122865.449124,0.897029771242,0,1669.82352941,10.1,5389830.93071,708659466230,5536124.68896,293.93425872,1.00831127602,22.4521121831,548401,255483,237092293,249948,172076,2286343.30467,218824.713279,568885136.293,0.014550075686245556,0.014656443296958255,7.863897294389046
2017-07-05,2602.87,2622.65,2538.55,2601.99,941566000,42760800000,2619.187503,16430200,43033774511.9,119861961.703,123000.970572,0.909539919463,0,1590.65771812,9.73333333333,5248920.31814,708659466230,5284210.78731,225.82080685,0.748664999502,23.0781398078,476016,237008,237329301,231998,162749,2513987.23811,278939.286362,730594292.935,1.3452147847914375e-4,1.3453052689893497e-4,7.864031815867525
2017-07-06,2608.1,2616.72,2581.69,2608.56,761957000,42851400000,2609.96775,16431975,42886924818.8,93522266.9879,123136.765834,0.956304661972,0,1585.25352113,14.775,5002326.74615,708659466230,5092047.08025,241.52060511,0.977344778533,23.3803352489,459294,225106,237554407,218976,153619,2215848.59139,206326.431511,538505332.217,0.0025218080555156064,0.002524990488049106,7.866553623923041
2017-07-07,2608.59,2916.14,2498.87,2518.66,917412000,42864200000,2491.20121429,16433825,40939964795.4,116912656.444,123275.450745,0.937060209459,0,1646.04054054,9.75,5213692.665,708659466230,5027244.05043,240.65571245,0.727626596506,21.3790835071,559413,243614,237798021,237821,170852,2453741.07715,287325.356507,715785277.025,-0.03507133087637726,-0.03446345876652268,7.831482293046664
2017-07-08,2520.27,2571.34,2492.31,2571.34,733330000,41417700000,2562.1306625,16435887.5,42110891329.2,91133549.959,123417.168469,0.85889529697,0,1338.39393939,8.03333333333,5812562.76841,708659466230,5589288.04024,192.41183082,1.03415838768,26.1615176171,451048,220835,238018856,216252,156118,2699738.771,218043.179622,558655116.26,0.020700149738656748,0.02091588384299614,7.85218244278532
2017-07-09,2572.61,2635.49,2517.59,2518.44,527856000,42283200000,2536.2389375,16437612.5,41689712862,56620250.1836,123520.615587,0.749616797101,0,1363.2173913,14.325,4861416.13358,708659466230,4618491.10519,157.22803089,0.734541271816,25.375709751,390402,188124,238206980,184449,131794,2367596.82138,256245.374237,649899495.694,-0.020787501587990143,-0.020572930845395576,7.83139494119733
2017-07-10,2525.25,2537.16,2321.13,2372.56,1111200000,41509000000,2366.17014286,16440075,38900014611.3,163706108.822,123667.707195,0.74665790862899994,0,1277.77664975,6.41666666667,6939847.66895,708659466230,6117732.90436,205.57250621,0.918946203272,25.0797050046,567052,251722,238458702,245860,164188,3269080.45652,290340.446123,686994894.88,-0.05967012125431381,-0.05792474706564377,7.7717248199430164
2017-07-11,2385.89,2413.47,2296.81,2337.79,1329760000,39224200000,2369.86212857,16442237.5,38965835960.2,184411999.562,123821.695814,0.890107624277,0,1536.17919075,10.3,6094383.99355,708659466230,5418689.75698,207.57617324,0.862207489349,21.1347640712,563334,265759,238724461,259517,177044,2896549.04491,274884.665526,651438758.556,-0.014763502304374398,-0.014655056141889222,7.756961317638642
2017-07-12,2332.77,2423.71,2275.14,2398.84,1117410000,38355900000,2385.74857143,16444450,39232323095.4,153172924.853,123977.73267,0.881564158192,0,1452.75706215,11.3,6235294.60611,708659466230,5595773.27429,222.35199706,1.02201530206,22.5907671119,513002,257138,238981599,251176,176186,2631445.67663,238240.268237,568381379.604,0.025779248520855447,0.0261144071965409,7.7827405661594975
2017-07-13,2402.7,2425.22,2340.83,2357.9,835770000,39511000000,2354.78341667,16446412.5,38727739418.7,106346343.51,124112.020339,0.855335471338,0,1566.21019108,14.125,5530741.54328,708659466230,4943867.78329,210.79018124,1.15345689971,20.8122478228,489848,245895,239227494,239800,164902,2516299.99475,188415.378311,443677408.291,-0.01721389478249513,-0.01706658218138768,7.765526671377002
2017-07-14,2360.59,2363.25,2183.22,2233.34,882503000,38823100000,2190.94783333,16448150,36037038604.8,133121604.152,124237.149387,0.900208978417,0,1639.58992806,10.6333333333,5559049.84407,761764941640,4133223.08758,215.37764419,0.87938434836,18.7740093079,473082,227903,239455397,222649,154200,2601799.87911,222073.277496,486550966.171,-0.05427316959588335,-0.05282666779761713,7.711253501781119
2017-07-15,2230.12,2231.14,1990.41,1998.86,993608000,36681300000,2058.9956,16449737.5,33869937133.7,205297978.826,124360.972783,0.974987370079,0,1746.85826772,19.725,5079131.87192,804525194568,3915180.1334,378.35756847,0.902843988142,18.2450928042,446599,221851,239677248,216511,152423,1958573.71804,217740.561414,448326857.892,-0.11092120475079437,-0.10499073137095116,7.600332297030325
2017-07-16,1991.98,2058.77,1843.03,1929.82,1182870000,32767600000,1931.2143,16451775,31771903140.4,152530374.288,124497.936747,0.840269717791,0,1246.41104294,8.03333333333,6518885.78837,804525194568,4114452.06615,166.92852306,0.922846219827,20.9545142473,406436,203165,239880413,198860,143741,2035268.69112,238872.791121,461314550.095,-0.035150283729478815,-0.03453968762194448,7.565182013300846
2017-07-17,1932.62,2230.49,1932.62,2228.41,1201760000,31795000000,2176.6234875,16453625,35813346629.5,242313696.007,124637.839334,0.94528775,0,1556.18243243,13.325,5918988.32318,804525194568,4307537.88176,198.03657541,0.781830106637,19.3552504756,475431,230315,240110728,225090,150915,2658035.61302,261954.17112,570175601.509,0.14386159236042673,0.15472427480283124,7.709043605661273
2017-07-18,2233.52,2387.61,2164.77,2318.88,1512450000,36749400000,2320.12225,16455687.5,38179206707.8,262461203.849,124796.144933,0.959427872727,0,1579.24242424,13.3,6598872.11706,804525194568,5135590.60037,224.51846967,0.856121627138,20.3632828846,561055,260575,240371303,254413,176377,2653766.96799,267137.097951,619790724.757,0.03979598381293403,0.04059845360593495,7.748839589474207
2017-07-19,2323.08,2397.17,2260.23,2273.43,1245100000,38227800000,2264.7657,16457550,37272494746,186988238.224,124936.100644,0.939300073826,0,1703.1409396,15.3,5958981.48753,804525194568,4503486.59445,201.60223858,0.799365769207,18.4211876644,519400,253768,240625071,248342,169750,2509365.82786,258217.491678,584802118.293,-0.019794606214707855,-0.019599979300352177,7.729044983259499
2017-07-20,2269.89,2900.7,2269.89,2817.6,2249260000,37356800000,2898.18841667,16459575,47702949608.3,281540460.651,125086.672537,0.92945612963,0,1420.98148148,7.53333333333,6478892.62402,804525194568,6303559.80625,229.27219537,0.864964817542,28.3811205289,477427,230199,240855270,224769,154014,2443211.00041,260620.102651,755326162.653,0.21459575448244284,0.2393607896438419,7.943640737741942
2017-07-21,2838.41,2838.41,2621.85,2667.76,1489450000,46719000000,2682.1953625,16461500,44152958959.8,384806565.9,125237.056119,0.976516766234,0,1743.13636364,18.175,6158947.30925,804525194568,5613834.89371,249.73969757,0.859398905826,21.7292934868,542764,268443,241123713,260942,184411,2264274.48136,253053.579988,678739138.708,-0.054646289775111434,-0.05318001135718309,7.88899444796683
2017-07-22,2668.63,2862.42,2657.71,2810.12,1177130000,43929600000,2807.60985714,16463500,46223084883.1,215642445.092,125385.176788,0.92575418125,0,1395.9875,8.03333333333,6398906.29533,804525194568,5890365.48029,171.03691992,1.22347933224,27.2899321116,433135,223358,241347071,216965,155964,1793088.27486,177447.780499,498204137.656,0.05198801807547948,0.053363121120340695,7.94098246604231
2017-07-23,2808.1,2832.18,2653.94,2730.4,1072840000,46231100000,2725.54971667,16465650,44877947692.2,169964412.203,125502.713285,0.683351726744,0,1052.50581395,9.45,6878824.26748,804525194568,5998934.92638,125.37693822,1.46279250817,34.2574087823,353197,181031,241528102,177243,129890,1600323.65109,155550.218196,423959853.132,-0.02877906844981215,-0.02836889527849351,7.9122033975924975
2017-07-24,2732.7,2777.26,2699.19,2754.86,866474000,44995600000,2751.82102857,16467875,45316644720.9,139976350.754,125661.920777,0.89442411236,0,1348.71910112,10.95,7118783.25355,804525194568,6381472.96526,166.96352984,1.19154307912,27.4178394023,469352,240072,241768174,234998,164489,2393466.60029,200745.031527,552414399.138,0.008918506006390992,0.008958394374450895,7.9211219035988885
2017-07-25,2757.5,2768.08,2480.96,2576.48,1460090000,45410100000,2560.99791667,16469725,42178931413.1,288015952.527,125800.190417,0.934254324324,0,1648.89189189,14.525,5918988.32318,804525194568,4978579.95,168.49293292,0.681793765977,21.1827607239,511831,244036,242012210,238500,165157,7336256.31277,296056.231906,758199393.126,-0.06694249832920285,-0.06475102183051107,7.854179405269686
2017-07-26,2577.77,2610.76,2450.8,2529.45,937404000,42455000000,2495.02858571,16471562.5,41097019288.9,176626997.823,125942.389224,0.967338823129,0,1618.04761905,9.15,5878995.15883,804525194568,4829127.82765,167.53481996,0.739810555048,21.0323989655,460146,237853,242250063,232701,160389,3704928.86247,271020.034288,676202732.851,-0.018422238485382714,-0.018253586288269452,7.835757166784303
2017-07-27,2538.71,2693.32,2529.34,2671.78,789104000,41816500000,2647.625,16473487.5,43615617342.2,146490393.915,126084.624646,0.923606636364,0,1463.43506494,8.48333333333,6585327.4853,836351931635,5348202.5,166.27056958,0.668796160433,24.5681537469,443425,225369,242475432,220311,153571,2481256.0856,312691.772666,827890554.605,0.05474302915315299,0.056269149419835074,7.890500195937456
2017-07-28,2679.73,2897.45,2679.73,2809.01,1380100000,44144400000,2781.63658333,16475362.5,45828471053.7,232077673.061,126222.154157,0.916863406667,0,1648.04666667,8.23333333333,6414280.01815,860221984436,5563273.16667,188.43132327,0.432098704765,23.2182586092,487086,247207,242722639,240817,160855,4203872.08972,477537.030432,1328334473.75,0.050087191146211296,0.05136276190404909,7.940587387083667
2017-07-29,2807.02,2808.76,2692.8,2726.45,803746000,46246700000,2722.51278571,16477325,44859727986.9,127294021.519,126359.090052,0.872203152866,0,1344.80254777,12.875,6713613.08566,860221984436,5536229.74975,156.46665323,0.621242025028,27.323471378,416822,211134,242933773,205225,150145,4134542.02443,341085.529933,928609716.264,-0.02983171141495422,-0.029391137802998846,7.910755675668713
2017-07-30,2724.39,2758.53,2644.85,2757.18,705943000,44890700000,2745.95541667,16479162.5,45251045529,152859034.121,126478.209644,0.810337360544,0,1252.68707483,12.375,6285994.41778,860221984436,5226926.13562,138.11682207,0.483844214454,29.4602390172,386558,184145,243117918,180109,120310,8866222.52448,408316.719112,1121219506.56,0.01120802158080103,0.011271066771809446,7.921963697249514
2017-07-31,2763.24,2889.62,2720.61,2875.34,860575000,45535800000,2866.43166667,16480975,47241588637.5,127009234.077,126612.584336,0.926722013793,0,1593.1862069,17.225,6200470.68421,860221984436,5550844.9225,194.86886623,0.324598998822,24.9077350304,485988,231012,243348930,225772,174451,2947402.79045,618414.990039,1772644310.59,0.04196250985923644,0.042855381222843825,7.96392620710875
2017-08-01,2871.3,2921.35,2685.61,2718.26,1324670000,47321800000,2710.41306667,16482837.5,44675298135.7,214878001.379,126720.652789,0.725291630872,0,885.067114094,11.75,6371518.15136,860221984436,5102352.598,75.94662047,0.38372823469,39.8406904202,301131,131875,243480805,130345,107242,2633798.15212,505161.321276,1369195845.96,-0.05617895840017084,-0.0546300611405951,7.90774724870858
2017-08-02,2727.13,2762.53,2668.59,2710.67,1094950000,44950800000,2693.63398333,16484737.5,44403849136.3,117440138.307,126854.121476,0.878083467105,0,1377.11184211,12.3,6499803.75172,860221984436,5295684.41123,130.51485681,0.387144982566,26.1295513683,403175,209321,243690126,203050,146066,2820428.45898,524484.352955,1412768876.85,-0.0027961329194194917,-0.0027922273807510223,7.90495111578916
2017-08-03,2709.56,2813.31,2685.14,2804.73,804797000,44666400000,2794.11771667,16486462.5,46065116956.4,113131475.037,126974.023426,0.868854710145,0,1543.60144928,11.1166666667,5901137.6167,860221984436,5009853.06598,124.10595421,0.532116591563,24.2544947429,427728,213017,243903143,205843,147327,2133227.07862,347500.150066,970956325.844,0.03411144085017259,0.03469990814079149,7.939062556639333
2017-08-04,2806.93,2899.33,2743.72,2895.89,1002120000,46276200000,2873.85108333,16488700,47386068357.8,106217903.395,127139.445855,0.924147648045,0,1317.27374302,6.6,7654374.15499,860221984436,6553817.39554,113.47123621,0.564682690585,28.6538187643,467900,235792,244138935,229312,170634,2329716.15326,416334.921436,1196484565,0.03198521271947108,0.03250223729200297,7.971047769358804
